Overall time;Overall time without distr.;FMGT time;FMGT time without distr.;Sum of distr.;FMGT distr.;Commentary time;TP Inspection time;Facillitator time;Number of created folders;#M2F;#MVF;#RENF;#DELF
372;372;362;362;0;0;0;0;0;6;0;1;1;0
