8
6
8
6
5
6
3
10
13
9
11
12
10
10
5
8
6
5
10
7
6
10
6
5
10
22
9
9
8
9
3
23
10
11
9
7
3
6
5
5
3
4
3
3
4
14
5
10
4
8
5
11
5
8
5
7
7
19
10
14
8
18
11
7
7
8
21
5
5
6
8
10
5
7
3
10
4
4
18
10
4
5
7
9
6
10
8
14
10
5
20
7
11
3
6
11
9
10
13
11
6
7
6
9
10
9
15
11
18
3
11
14
14
9
5
7
5
6
10
10
10
10
13
15
8
12
5
14
7
12
7
14
10
9
13
7
11
10
33
5
6
7
6
10
10
9
10
11
10
13
20
5
14
5
8
10
6
4
5
4
3
14
13
11
13
9
8
16
12
12
17
17
4
10
3
9
9
9
12
8
8
6
11
9
8
5
10
11
14
6
20
10
5
18
5
9
10
14
8
5
14
20
10
12
4
5
3
4
5
5
8
14
12
11
10
17
5
3
12
8
19
